id,street,zip,saledate,price,bedrooms,squarefeet,lotsize,yearbuilt,condolike,latitude,longitude
63890,483 Edinburgh Street,94112,2008-06-18,630000,NA,NA,NA,1923,0,37.721393,-122.431544
77259,483 Vallejo Street,94133,2008-03-25,539000,NA,NA,NA,NA,0,37.7990451,-122.405345
47513,484 Alvarado Street,94114,2008-09-23,865000,0,1149,NA,1964,0,37.7541,-122.431577
55198,486 Arch Street,94132,2008-08-14,720000,0,1155,1372,1947,0,37.719451,-122.466956
28982,486 Cambridge Street,94134,2009-01-02,580000,0,910,1750,1944,0,37.725341,-122.418193
9790,487 Greenwich Street #4,94133,2009-05-19,590000,0,462,NA,1906,1,37.802401,-122.4077
22306,489 Joost Avenue,94127,2009-02-25,705000,0,854,2500,1949,0,37.732105,-122.446353
29690,49 Bradford Street,94110,2008-12-29,815000,0,1335,1498,1947,0,37.74248,-122.409181
80133,49 Florence Street,94133,2008-02-29,2599000,2,1134,1343,1908,0,37.797499,-122.4149
2882,49 Jersey Street,94114,2009-06-23,912500,0,NA,2849,1910,0,37.750894,-122.426114
44730,49 Missouri Street #7,94107,2008-10-03,899000,2,1999,NA,NA,1,37.765924,-122.396533
80158,49 Samoset Street,94110,2008-02-29,1090000,2,1224,2321,1956,0,37.744438,-122.408558
75891,490 34th Avenue #201,94121,2008-04-01,699000,2,1194,NA,1979,1,37.779965,-122.494182
58442,490 Monterey Boulevard,94127,2008-07-25,480000,NA,NA,NA,1958,0,37.73173,-122.446175
76640,490 Post Street #1700,94102,2008-03-28,1655000,NA,NA,NA,NA,1,37.788407,-122.409757
875,491 27th Street,94131,2009-07-02,1150000,0,1525,2313,1912,0,37.74652,-122.431004
64389,491 Gaven Street,94134,2008-06-16,670000,3,1819,NA,1998,0,37.731161,-122.414863
55194,5 Red Rock Way #75,94131,2008-08-14,700000,0,NA,401,1964,1,37.7465712,-122.4413933
21663,5 Santa Ana Avenue,94127,2009-02-27,1750000,0,3566,6747,1925,0,37.737088,-122.467905
4307,50 Chaves Avenue,94127,2009-06-17,780000,0,1235,3389,1931,0,37.742684,-122.453469
21706,50 Elsie Street,94110,2009-02-27,650000,0,1050,1751,1951,0,37.743943,-122.417164
16448,50 Goleta Avenue,94132,2009-04-03,1295000,6,2860,4199,1936,0,37.734971,-122.483079
21667,50 Hiliritas Avenue,94131,2009-02-27,1400000,0,2481,14727,1946,0,37.737729,-122.43776
11262,50 Kelloch Avenue,94134,2009-05-11,300000,0,1350,1424,1970,0,37.708977,-122.412996
50899,50 Panorama Drive,94131,2008-09-04,705000,4,1758,2975,1955,0,37.747051,-122.450529
14725,500 Lansdale Avenue,94127,2009-04-16,1850000,4,3401,6037,1958,0,37.735955,-122.455094
35782,500 Masonic Avenue #6,94117,2008-11-21,799000,0,1216,NA,2001,1,37.776659,-122.446525
51514,500 Monterey Boulevard,94127,2008-08-29,650000,0,1162,2667,1923,0,37.73183,-122.446631
63425,5003 Diamond Heights Boulevard,94131,2008-06-20,775000,NA,NA,NA,1979,0,37.7466997,-122.443467
48036,501 Beale Street,94105,2008-09-19,649000,1,759,NA,NA,0,37.7862459,-122.3896693
39036,501 Beale Street #16B,94105,2008-11-03,1028500,2,1019,NA,2006,1,37.786203,-122.389464
55871,501 Beale Street #17E,94105,2008-08-11,540000,1,759,NA,2006,1,37.7862459,-122.3896693
70040,501 Crescent Way,94134,2008-05-12,499000,2,1095,NA,2006,0,37.71118,-122.389329
81101,501 Noe Street #201,94114,2008-02-22,1015000,2,NA,1366,1900,1,37.760844,-122.432579
23984,5023 Diamond Heights Boulevard,94131,2009-02-12,753000,3,2173,NA,1979,0,37.7467422,-122.4432398
39651,5026 Anza Street,94121,2008-10-31,853000,0,2599,2500,1958,0,37.777492,-122.502035
29350,5030 Broderick Street,94117,2008-12-30,850000,0,2000,2813,NA,0,37.773848,-122.439287
65326,505 18th Avenue,94121,2008-06-10,1335000,NA,NA,NA,1918,0,37.77828,-122.477345
131,505 Crestmont Drive,94131,2009-07-10,735000,3,2324,4438,NA,0,37.758567,-122.460542
67462,5068 Diamond Heights Boulevard #18,94131,2008-05-28,651000,3,1287,1289,1963,1,37.7464832,-122.4434142
47507,507 Rhode Island Street,94107,2008-09-23,1042000,0,1814,2495,1912,0,37.763331,-122.402121
13174,509 Scott Street,94117,2009-04-29,777000,0,1467,NA,NA,0,37.7745873,-122.4360393
5146,51 Gladeview Way,94131,2009-06-11,800000,3,1291,4466,1956,0,37.75067,-122.450726
13700,51 Parker Avenue,94118,2009-04-24,1217000,0,1685,NA,NA,0,37.785092,-122.455034
44384,5102 Diamond Heights Boulevard,94131,2008-10-07,652000,0,NA,401,NA,0,37.7469114,-122.441985
58430,511 Alvarado Street,94114,2008-07-25,1650000,3,1300,3029,1912,0,37.753651,-122.432492
65536,512 Burrows Street,94134,2008-06-09,742000,4,1637,2596,1901,0,37.727924,-122.40846
16441,513 Clayton Street,94117,2009-04-03,825000,3,1744,NA,1904,0,37.770513,-122.448883
33287,513 Vienna Street,94112,2008-12-09,490000,2,1200,2500,1900,0,37.719895,-122.4305
11677,514 Elizabeth Street,94114,2009-05-07,895000,0,1365,NA,1906,0,37.7522176,-122.4323841
39658,515 Foerster Street,94127,2008-10-31,830000,2,1039,2495,1908,0,37.732482,-122.44905
50656,515 Vermont Street,94107,2008-09-05,1453000,0,1590,2500,1932,0,37.763146,-122.404047
57494,516 Berry Street,94107,2008-07-30,297000,NA,NA,NA,NA,0,37.77023,-122.400615
40039,516 Sanchez Street,94114,2008-10-30,1334000,0,2750,2625,1900,0,37.760835,-122.430704
27020,517 Sawyer Street,94134,2009-01-21,488000,0,1273,2575,1947,0,37.711154,-122.415
45751,5175 Diamond Heights Boulevard #221,94131,2008-09-30,547000,2,1050,NA,1980,1,37.745981,-122.439923
68021,519 29th Street,94131,2008-05-23,1325000,NA,NA,NA,1900,0,37.743154,-122.431624
12007,519 Anderson Street,94110,2009-05-06,650000,0,1150,1751,1910,0,37.736639,-122.415199
74207,519 Arkansas Street,94107,2008-04-15,1149000,4,1714,1875,1926,0,37.759597,-122.397917
865,519 Dolores Street,94110,2009-07-02,1170000,0,5460,3188,NA,0,37.761049,-122.425771
58443,519 Foerster Street,94127,2008-07-25,815000,2,1253,4792,1955,0,37.732506,-122.449054
16436,52 Pleasant Street,94108,2009-04-03,1175000,0,4875,1598,1908,0,37.79302,-122.413609
31784,52 Shore View Avenue,94121,2008-12-17,1540000,0,3217,4634,1919,0,37.780774,-122.497733
70897,52 Valparaiso Street,94133,2008-05-06,940000,NA,NA,NA,1913,0,37.801424,-122.413637
51830,520 34th Avenue,94121,2008-08-29,634000,2,1300,NA,1924,0,37.7791421,-122.4943235
46746,520 Judson Avenue,94112,2008-09-26,675000,0,1060,2840,1922,0,37.728705,-122.452888
81442,521 Castro Street,94114,2008-02-20,2200000,NA,NA,NA,1900,0,37.760452,-122.434598
42468,522 Chenery Street,94131,2008-10-16,570000,0,850,2495,1922,0,37.735371,-122.430947
42256,522 Ellington Avenue,94112,2008-10-17,680000,2,1200,2534,1924,0,37.710973,-122.448693
63420,522 Joost Avenue,94127,2008-06-20,640000,NA,NA,NA,1906,0,37.732567,-122.44717
22267,523 Mangels Avenue,94127,2009-02-26,705000,1,1175,2500,1931,0,37.732832,-122.449452
33535,524 Filbert Street,94133,2008-12-05,665000,2,1214,NA,1912,0,37.8015926,-122.4080276
16959,524 Moultrie Street,94110,2009-03-31,350000,0,1275,1751,1905,0,37.738104,-122.416052
12665,525 Arkansas Street,94107,2009-05-01,1435000,2,1400,2500,1926,0,37.759532,-122.397867
30106,526 Arlington Street,94131,2008-12-24,605000,3,1280,2025,1987,0,37.734723,-122.430508
61759,526 Peralta Avenue,94110,2008-06-30,720000,NA,NA,NA,1950,0,37.744025,-122.408853
75123,527 29th Street,94131,2008-04-08,1446000,3,2122,2850,1900,0,37.743143,-122.431796
14099,527 Haight Street,94117,2009-04-22,1010000,0,5250,1931,NA,0,37.771845,-122.430933
78893,5276 Mission Street,94112,2008-03-11,775000,0,2000,2352,1924,0,37.71502,-122.442585
23774,528 Arch Street,94132,2009-02-13,630000,2,1104,2500,1927,0,37.720271,-122.466884
66,529 Lawton Street,94122,2009-07-13,985000,4,2720,3000,NA,0,37.758189,-122.468421
7888,53 Front Street,94111,2009-05-29,1250000,2,1471,NA,1986,0,37.792053,-122.398647
51512,53 Granada Avenue,94112,2008-08-29,549000,0,1010,2809,1923,0,37.719158,-122.457466
32686,53 Prospect Avenue,94110,2008-12-11,540000,0,1750,1751,1900,0,37.744014,-122.418095
6613,530 30th Avenue,94121,2009-06-04,738000,2,1360,1681,1932,0,37.77915,-122.489847
6042,530 Ashbury Street,94117,2009-06-05,515000,0,NA,3123,NA,0,37.770622,-122.446875
56311,530 Berry Street,94107,2008-08-07,296500,NA,NA,NA,NA,0,37.7696372,-122.4011805
64624,530 Chestnut Street #C409,94133,2008-06-13,900000,NA,NA,NA,2001,1,37.8039156,-122.4122479
59069,530 Chestnut Street #F109,94133,2008-07-23,797000,NA,NA,NA,2001,1,37.804037,-122.411985
44675,530 Chestnut Street #F204,94133,2008-10-03,915000,0,1269,NA,NA,1,37.8039156,-122.4122479
6035,530 Flood Avenue,94112,2009-06-05,705000,0,1046,2813,1924,0,37.73003,-122.451881
12084,530 Grafton Avenue,94112,2009-05-05,390000,0,646,871,1936,0,37.720142,-122.458792
45820,531 10th Avenue,94118,2008-09-30,2082000,0,2290,3998,1911,0,37.77828,-122.46871
40044,531 38th Avenue,94121,2008-10-30,805000,0,1490,2996,1923,0,37.778788,-122.498767
23767,532 Peralta Avenue,94110,2009-02-13,837000,3,800,1873,1950,0,37.743957,-122.408847
75125,5320 Diamond Heights Boulevard #103K,94131,2008-04-08,455000,NA,NA,NA,1975,1,37.742763,-122.43695
69247,533 7th Avenue,94118,2008-05-16,1230000,NA,NA,NA,1908,0,37.7783911,-122.465196
80152,533 Missouri Street #1,94107,2008-02-29,855000,2,1008,NA,1906,1,37.7595043,-122.3961806
66014,533 Missouri Street #2,94107,2008-06-05,828000,2,1009,NA,1906,1,37.7595043,-122.3961806
68025,533 Somerset Street,94134,2008-05-23,520000,2,1350,3000,1941,0,37.725041,-122.406579
10440,533 Steiner Street,94117,2009-05-15,830000,12,6162,3025,1906,0,37.774228,-122.432875
61188,535 14th Avenue,94118,2008-07-01,1350000,3,1754,6534,1921,0,37.778019,-122.473001
15688,535 Duboce Avenue,94117,2009-04-09,810000,0,1420,NA,1906,0,37.769152,-122.432043
16972,536 27th Street #2,94131,2009-03-31,575000,1,674,NA,1979,1,37.746719,-122.432731
50086,538 11th Avenue,94118,2008-09-09,1225000,0,1240,3000,1911,0,37.778112,-122.469113
29011,539 Noe Street,94114,2008-12-31,950000,3,1707,1950,1890,0,37.760433,-122.432462
79107,54 Homestead Street,94114,2008-03-07,2750000,0,1300,3125,1908,0,37.75004,-122.439778
45151,54 Juanita Way,94127,2008-10-02,900000,2,1125,2500,1937,0,37.744117,-122.452725
73521,54 Latona Street,94124,2008-04-18,530000,3,1174,2696,1953,0,37.731544,-122.392855
44093,540 Delancey Street,94107,2008-10-08,3100000,0,1267,8334,1892,0,37.784352,-122.391236
79832,540 Delancey Street #202,94107,2008-03-03,870000,NA,NA,NA,1892,1,37.784352,-122.391236
62970,540 Delancey Street #203,94107,2008-06-24,900000,NA,NA,NA,1892,1,37.784352,-122.391236
32660,541 29th Street #1,94131,2008-12-11,750000,NA,NA,NA,2001,1,37.7433541,-122.4320642
75798,542 36th Avenue,94121,2008-04-02,547000,6,2810,3000,1924,0,37.778682,-122.496129
10441,542 5th Avenue,94118,2009-05-15,740000,4,1570,3000,1908,0,37.778333,-122.462687
51522,542 Bowdoin Street,94134,2008-08-29,675000,0,1370,2996,1929,0,37.728782,-122.41206
61853,542 Laidley Street,94131,2008-06-27,950000,2,1325,2500,1912,0,37.735724,-122.43177
80130,543 Head Street,94132,2008-02-29,590000,2,1050,2500,1940,0,37.716929,-122.464707
49934,545 Laurel Street,94118,2008-09-10,2100000,0,2275,4573,1948,0,37.785457,-122.449644
6046,546 36th Avenue,94121,2009-06-05,890000,0,1290,3000,1924,0,37.77865,-122.496283
72618,547 27th Avenue,94121,2008-04-25,870000,4,2544,NA,1995,0,37.779035,-122.487135
20458,547 Lakeview Avenue,94112,2009-03-10,450000,0,1100,2495,1958,0,37.718036,-122.455089
54957,548 15th Avenue,94118,2008-08-15,749000,6,2714,2880,1921,0,37.777735,-122.47344
6033,548 Shotwell Street,94110,2009-06-05,905000,0,1330,2408,1900,0,37.759634,-122.416005
78498,549 28th Street,94131,2008-03-14,2100000,NA,NA,NA,1951,0,37.744589,-122.434509
15690,55 Knollview Way,94131,2009-04-09,750000,0,1335,3628,1956,0,37.750036,-122.451212
38448,55 Lapidge Street,94110,2008-11-06,550000,1,1033,NA,1902,0,37.760809,-122.422142
48319,55 Manchester Street,94110,2008-09-18,630000,0,2280,1999,1912,0,37.74635,-122.414051
47673,55 Page Street #217,94102,2008-09-22,575000,1,819,NA,2008,1,37.7741646,-122.4216852
2877,55 Page Street #222,94102,2009-06-23,570000,2,1124,NA,2008,1,37.774039,-122.421626
17104,55 Page Street #311,94102,2009-03-31,510000,1,646,NA,2008,1,37.774039,-122.421626
14203,55 Page Street #312,94102,2009-04-21,670000,2,1008,NA,2008,1,37.7741646,-122.4216852
21701,55 Page Street #318,94102,2009-02-27,306000,1,746,NA,2008,1,37.7741646,-122.4216852
67772,55 Page Street #324,94102,2008-05-27,477500,NA,NA,NA,2008,1,37.7741646,-122.4216852
57769,55 Page Street #325,94102,2008-07-29,675000,4,2333,6098,2008,1,37.774039,-122.421626
16050,55 Page Street #327,94102,2009-04-07,667000,1,1023,NA,2008,1,37.774039,-122.421626
10547,55 Page Street #328,94102,2009-05-15,520000,1,646,NA,2008,1,37.7741646,-122.4216852
71755,55 Page Street #416,94102,2008-04-30,451500,NA,NA,NA,2008,1,37.7741646,-122.4216852
71756,55 Page Street #421,94102,2008-04-30,622000,NA,NA,NA,2008,1,37.7741646,-122.4216852
16484,55 Page Street #426,94102,2009-04-03,612000,2,993,NA,2008,1,37.774039,-122.421626
72179,55 Page Street #428,94102,2008-04-29,580000,NA,NA,NA,2008,1,37.7741646,-122.4216852
49839,55 Page Street #510,94102,2008-09-10,575000,1,738,NA,2008,1,37.7741646,-122.4216852
72180,55 Page Street #511,94102,2008-04-29,609000,NA,NA,NA,2008,1,37.7741646,-122.4216852
17105,55 Page Street #513,94102,2009-03-31,630500,2,1037,NA,2008,1,37.774039,-122.421626
32647,55 Page Street #517,94102,2008-12-12,671500,2,990,NA,2008,1,37.7741646,-122.4216852
20767,55 Page Street #519,94102,2009-03-06,640000,1,746,NA,2008,1,37.7741646,-122.4216852
72662,55 Page Street #524,94102,2008-04-25,675000,NA,NA,NA,2008,1,37.7741646,-122.4216852
71757,55 Page Street #525,94102,2008-04-30,645000,NA,NA,NA,2008,1,37.7741646,-122.4216852
55978,55 Page Street #527,94102,2008-08-08,755000,NA,NA,NA,2008,1,37.7741646,-122.4216852
32684,55 Page Street #610,94102,2008-12-11,528000,NA,NA,NA,2008,1,37.7741646,-122.4216852
13034,55 Page Street #611,94102,2009-04-30,495000,NA,NA,NA,2008,1,37.7741646,-122.4216852
20452,55 Page Street #612,94102,2009-03-10,650000,2,1008,NA,2008,1,37.7741646,-122.4216852
60933,55 Page Street #613,94100,2008-07-02,795000,4,1354,5227,2008,1,37.7741646,-122.4216852
72663,55 Page Street #616,94102,2008-04-25,825000,NA,NA,NA,2008,1,37.7741646,-122.4216852
25873,55 Page Street #621,94102,2009-01-29,348500,1,404,NA,2008,1,37.7741646,-122.4216852
55781,55 Page Street #622,94102,2008-08-11,805000,NA,NA,NA,2008,1,37.7741646,-122.4216852
72181,55 Page Street #624,94102,2008-04-29,643000,NA,NA,NA,2008,1,37.7741646,-122.4216852
29004,55 Page Street #711,94102,2008-12-31,535000,2,646,NA,2008,1,37.7741646,-122.4216852
18477,55 Page Street #712,94102,2009-03-23,670000,NA,NA,NA,2008,1,37.774039,-122.421626
12099,55 Page Street #713,94102,2009-05-05,630000,2,1036,NA,2008,1,37.7741646,-122.4216852
20768,55 Page Street #716,94102,2009-03-06,694000,2,990,NA,2008,1,37.7741646,-122.4216852
74205,55 Page Street #718,94102,2008-04-15,718000,NA,NA,NA,2008,1,37.7741646,-122.4216852
41826,55 Page Street #719,94102,2008-10-21,584500,NA,NA,NA,2008,1,37.7741646,-122.4216852
20967,55 Page Street #721,94102,2009-03-05,330000,1,404,NA,2008,1,37.7741646,-122.4216852
73497,55 Page Street #725,94102,2008-04-18,885000,NA,NA,NA,2008,1,37.7741646,-122.4216852
37499,55 Page Street #727,94102,2008-11-13,570000,NA,NA,NA,2008,1,37.774039,-122.421626
32950,55 Page Street #810,94102,2008-12-10,550000,2,738,NA,2008,1,37.7741646,-122.4216852
13035,55 Page Street #811,94102,2009-04-30,525000,1,646,NA,2008,1,37.7741646,-122.4216852
28491,55 Page Street #812,94102,2009-01-08,715000,2,1008,NA,2008,1,37.7741646,-122.4216852
23979,55 Page Street #813,94102,2009-02-12,722500,2,1036,NA,2008,1,37.7741646,-122.4216852
71758,55 Page Street #819,94102,2008-04-30,729000,NA,NA,NA,2008,1,37.7741646,-122.4216852
29343,55 Page Street #823,94102,2008-12-30,750000,2,1034,NA,2008,1,37.7741646,-122.4216852
17106,55 Page Street #824,94102,2009-03-31,685000,2,1023,NA,2008,1,37.774039,-122.421626
11365,55 Red Rock Way #305O,94131,2009-05-08,395000,0,650,NA,1972,1,37.746035,-122.441079
5019,55 Sequoia Way,94127,2009-06-12,675000,2,1149,2587,1942,0,37.738899,-122.448608
81106,55 St. Elmo Way,94127,2008-02-22,1525000,NA,NA,NA,1926,0,37.731954,-122.459239
79123,55 Vandewater Street #11,94133,2008-03-07,589000,1,716,697,1980,1,37.805103,-122.412856
46149,55 Vesta Street,94124,2008-09-29,725000,0,1445,3484,1964,0,37.730746,-122.399629
23773,550 Joost Avenue,94127,2009-02-13,745000,0,1550,2500,1925,0,37.732565,-122.447775
78022,550 South Van Ness Avenue #403,94110,2008-03-18,465000,NA,NA,NA,1992,1,37.764353,-122.417854
48758,551 32nd Avenue,94121,2008-09-17,850000,0,1736,2996,1925,0,37.77871,-122.492489
16970,5526 Fulton Street,94121,2009-03-31,778000,3,1556,NA,1925,0,37.772402,-122.490965
27872,555 4th Street #401,94107,2009-01-13,600000,2,938,NA,NA,1,37.7790129,-122.3973395
27872,555 4th Street #401,94107,2009-01-13,600000,2,938,NA,NA,1,37.7790129,-122.3973395
53526,555 4th Street #421,94107,2008-08-22,700000,2,1019,NA,NA,1,37.7790129,-122.3973395
57354,555 Irving Street #1,94122,2008-07-31,785000,2,1010,NA,2003,1,37.764023,-122.463659
867,555 Kansas Street,94107,2009-07-02,1110000,0,1725,2495,1929,0,37.762777,-122.403147
60523,556 South Van Ness Avenue #10,94110,2008-07-07,569000,4,1607,5227,NA,1,37.7642689,-122.4174184
68020,557 Duncan Street,94131,2008-05-23,1195000,NA,NA,NA,1954,0,37.745493,-122.432588
41125,557 Sawyer Street,94134,2008-10-24,525000,0,1382,2574,1947,0,37.710516,-122.415412
15471,558 Diamond Street,94114,2009-04-10,1048000,0,1700,2892,1914,0,37.753344,-122.436654
73524,559 Burnett Avenue #200,94131,2008-04-18,829000,3,1524,NA,1989,1,37.752277,-122.444332
20974,56 Byxbee Street,94132,2009-03-05,408000,0,812,2495,1942,0,37.715367,-122.469534
21668,56 Esquina Drive,94134,2009-02-27,439000,0,940,1999,1944,0,37.709564,-122.421471
76645,56 Moss Street #1,94103,2008-03-28,630000,NA,NA,NA,1996,1,37.777612,-122.408133
61193,56 Natick Street,94131,2008-07-01,1170000,3,1697,6380,1926,0,37.734144,-122.432006
143,560 Gates Street,94110,2009-07-10,820000,2,540,1750,NA,0,37.73642,-122.414335
17882,561 28th Avenue,94121,2009-03-26,859000,0,1350,3000,1908,0,37.778782,-122.488027
80175,564 Melrose Avenue,94127,2008-02-29,725000,NA,NA,NA,1940,0,37.733457,-122.453562
10442,565 Arguello Boulevard #4,94118,2009-05-15,970000,2,1738,NA,2007,1,37.779944,-122.459162
22583,565 Clipper Street,94114,2009-02-24,2090000,0,762,2735,1921,0,37.748431,-122.437495
12230,565 Miramar Avenue,94112,2009-05-05,885000,0,1490,3798,1923,0,37.726973,-122.458512
38077,566 London Street,94112,2008-11-07,425000,3,1345,2500,1908,0,37.720292,-122.437283
51498,566 South Van Ness Avenue,94110,2008-08-29,409000,1,491,NA,2007,0,37.763992,-122.41782
47508,566 South Van Ness Avenue,94110,2008-09-23,589000,2,801,NA,2007,0,37.763992,-122.41782
68740,566 South Van Ness Avenue #16,94110,2008-05-20,633000,NA,NA,NA,NA,1,37.763992,-122.41782
55183,566 South Van Ness Avenue #18,94110,2008-08-14,579000,NA,NA,NA,NA,1,37.763992,-122.41782
56022,566 South Van Ness Avenue #20,94110,2008-08-08,409000,NA,NA,NA,NA,1,37.763992,-122.41782
57306,566 South Van Ness Avenue #28,94110,2008-07-31,425000,NA,NA,NA,NA,1,37.76414,-122.417563
61314,566 South Van Ness Avenue #7,94110,2008-07-01,274000,3,1682,6300,NA,1,37.763992,-122.41782
74682,566 South Van Ness Avenue #8,94110,2008-04-11,610000,NA,NA,NA,NA,1,37.763992,-122.41782
59864,567 47th Avenue,94121,2008-07-11,1075000,4,1911,8320,1938,0,37.777701,-122.508533
53852,567 Jersey Street,94114,2008-08-21,1625000,0,1060,2278,1900,0,37.750029,-122.437614
80171,57 Avila Street,94123,2008-02-29,1550000,2,1375,2513,1924,0,37.801007,-122.440698
70993,57 Beaumont Avenue,94118,2008-05-05,1950000,NA,NA,NA,1900,0,37.780599,-122.455407
9348,57 Forest Side Avenue,94127,2009-05-21,880000,0,1398,3332,1924,0,37.742293,-122.46806
76646,57 Rodgers Street #C,94103,2008-03-28,490000,1,647,NA,2000,1,37.7749813,-122.4089085
32074,57 Seminole Avenue,94112,2008-12-16,680000,4,2000,2186,1931,0,37.718951,-122.445119
30467,57 Thrift Street,94112,2008-12-23,555000,0,812,3123,1958,0,37.71723,-122.455429
69787,57 Webster Street,94117,2008-05-14,985000,2,1400,NA,1901,0,37.77061,-122.428722
68748,570 41st Avenue,94121,2008-05-20,850000,NA,NA,NA,1912,0,37.77795,-122.501447
56577,5700 Mission Street,94112,2008-08-06,265000,NA,NA,NA,NA,0,37.709965,-122.449506
30760,5700 Mission Street #4,94112,2008-12-22,437000,4,2444,NA,2006,1,37.710119,-122.449721
66912,571 Munich Street,94112,2008-05-30,608000,2,1100,2596,1927,0,37.716542,-122.429758
61771,574 18th Avenue,94121,2008-06-30,1275000,NA,NA,NA,1916,0,37.777141,-122.476669
77930,575 11th Avenue,94118,2008-03-19,2126000,4,2700,3000,1916,0,37.777463,-122.469724
40461,577 Arkansas Street,94107,2008-10-28,1020000,3,1300,2495,1900,0,37.758859,-122.39795
13228,578 Rhode Island Street,94107,2009-04-29,1199000,2,1648,2495,NA,0,37.762472,-122.402662
29379,579 28th Street,94131,2008-12-30,885000,0,900,2848,1951,0,37.744553,-122.435114
5183,58 Casa Way,94123,2009-06-11,420000,0,554,NA,1926,0,37.805721,-122.438945
57305,58 Monterey Boulevard,94131,2008-07-31,150000,3,1492,2025,1912,0,37.73182,-122.436534
30761,58 Ord Street,94114,2008-12-22,910000,0,1340,2543,1906,0,37.762839,-122.440493
74565,580 Diamond Street,94114,2008-04-11,935000,NA,NA,NA,1900,0,37.753093,-122.43683
9784,582 Castro Street,94114,2009-05-19,1500000,0,3834,3063,NA,0,37.7596,-122.435055
37687,584 Teresita Boulevard,94127,2008-11-13,1045000,3,1250,2334,1940,0,37.737853,-122.446639
31936,586 Spruce Street,94118,2008-12-16,1350000,0,1722,3747,1948,0,37.784433,-122.453422
11361,587 46th Avenue,94121,2009-05-08,810000,0,1750,2374,1940,0,37.777409,-122.507397
65100,587 London Street,94112,2008-06-11,669000,2,1320,2475,1900,0,37.719689,-122.437186
24379,5871 Mission Street #9,94112,2009-02-09,220000,1,583,NA,1982,1,37.708728,-122.451671
66404,59 Bridgeview Drive,94124,2008-06-03,500000,NA,NA,NA,1944,0,37.734567,-122.394751
14719,59 Edinburgh Street,94112,2009-04-16,450000,0,1325,1873,1925,0,37.727878,-122.426764
11686,59 Teresita Boulevard,94127,2009-05-07,695000,0,1620,5314,1937,0,37.744384,-122.451102
5025,59 Webster Street,94117,2009-06-12,815000,2,1400,NA,1901,0,37.770585,-122.428595
30462,590 6th Street #202,94103,2008-12-23,770000,2,1552,NA,2001,1,37.7748982,-122.4011433
80829,590 6th Street #203,94103,2008-02-27,705000,2,1502,NA,2001,1,37.7748982,-122.4011433
23762,590 6th Street #305,94103,2009-02-13,733000,2,1305,NA,2001,1,37.7748982,-122.4011433
23762,590 6th Street #305,94103,2009-02-13,733000,2,1305,NA,2001,1,37.7748982,-122.4011433
66906,590 Alabama Street,94110,2008-05-30,685000,NA,NA,NA,1999,0,37.7617601,-122.4120612
81103,591 29th Avenue,94121,2008-02-22,975000,3,1875,1800,1936,0,37.778174,-122.489141
43579,591 Naples Street,94112,2008-10-10,560000,0,3000,2500,1927,0,37.719341,-122.43201
12330,598 29th Avenue,94121,2009-05-04,682000,4,2064,2905,1921,0,37.778187,-122.488698
38813,6 Ord Court,94114,2008-11-04,1075000,0,875,2147,1908,0,37.763837,-122.440578
27883,60 Gellert Drive,94132,2009-01-13,850000,0,2168,3798,1951,0,37.732241,-122.492891
73820,60 Guttenberg Street,94112,2008-04-17,460000,NA,NA,NA,1923,0,37.711874,-122.444366
896,60 Meadowbrook Drive,94132,2009-07-02,840000,0,1415,2495,1941,0,37.73313,-122.484394
25581,60 Ora Way #201H,94131,2009-01-30,212000,1,489,NA,1975,1,37.741013,-122.438002
23763,60 Rausch Street #204,94103,2009-02-13,830000,NA,NA,NA,NA,1,37.7763386,-122.4095884
38,60 Rausch Street #306,94103,2009-07-14,635000,0,1195,NA,NA,1,37.776296,-122.409706
35315,60 Ravenwood Drive,94127,2008-11-25,2300000,4,4675,5658,1928,0,37.734993,-122.461458
45754,60 Scotia Avenue,94124,2008-09-30,570000,0,1152,2495,1940,0,37.733552,-122.401581
35787,600 Chestnut Street #111C,94133,2008-11-21,725000,2,1247,NA,1995,1,37.803834,-122.413401
29340,600 Chestnut Street #303,94133,2008-12-30,705000,2,1405,NA,1995,1,37.803994,-122.413646
40787,600 Chestnut Street #311C,94133,2008-10-27,834000,3,1287,NA,1995,1,37.803834,-122.413401
74208,601 4th Street #1,94107,2008-04-15,1974000,1,2213,NA,1991,1,37.778163,-122.395778
49840,601 4th Street #113,94107,2008-09-10,1250000,1,1497,NA,1916,1,37.778163,-122.395778
63417,601 4th Street #316,94107,2008-06-20,950000,1,1502,NA,1916,1,37.778163,-122.395778
44255,601 4th Street #326,94107,2008-10-07,755000,1,1174,NA,NA,1,37.778163,-122.395778
12086,601 Alabama Street #205,94110,2009-05-05,203500,NA,NA,NA,NA,1,37.7616491,-122.4120082
12087,601 Alabama Street #208,94110,2009-05-05,336000,NA,NA,NA,NA,1,37.7616491,-122.4120082
12088,601 Alabama Street #308,94110,2009-05-05,336000,NA,NA,NA,NA,1,37.7616491,-122.4120082
2879,601 Alabama Street #406,94110,2009-06-23,302000,NA,NA,NA,NA,1,37.76153,-122.411869
12089,601 Alabama Street #408,94110,2009-05-05,337000,NA,NA,NA,NA,1,37.7616491,-122.4120082
50110,601 Van Ness Avenue #108,94102,2008-09-09,314000,1,518,NA,1982,1,37.781099,-122.420697
54629,601 Van Ness Avenue #228,94102,2008-08-18,275000,1,470,NA,1982,1,37.781099,-122.420697
